Time_s,V_Normal,V_Fault,I_Normal,I_Fault,SOC_Normal_pct,SOC_Fault_pct,Flag_Voltage,Flag_Current,Flag_SOC
2851,4.0818565757146,3.9318565757146,0.574585666626492,0.574585666626492,90.7867296677436,82.7867296677436,0,0,0
2852,4.08182149344692,3.93182149344692,0.574580728244218,0.574580728244218,90.783537538869,82.783537538869,0,0,0
2853,4.08178641148124,3.93178641148124,0.574575789904453,0.574575789904453,90.7803454374296,82.7803454374296,0,0,0
2854,4.08175132981753,3.93175132981753,0.574570851607198,0.574570851607198,90.7771533634254,82.7771533634254,0,0,0
2855,4.08171624845582,3.93171624845582,0.574565913352452,0.574565913352452,90.7739613168561,82.7739613168561,0,0,0
2856,4.08168116739609,3.93168116739609,0.574560975140216,0.574560975140216,90.7707692977213,82.7707692977213,0,0,0
2857,4.08164608663834,3.93164608663834,0.574556036970487,0.574556036970487,90.767577306021,82.767577306021,0,0,0
2858,4.08161100618257,3.93161100618257,0.574551098843267,0.574551098843267,90.7643853417548,82.7643853417548,0,0,0
2859,4.08157592602877,3.93157592602877,0.574546160758554,0.574546160758554,90.7611934049226,82.7611934049226,0,0,0
2860,4.08154084617694,3.93154084617694,0.574541222716349,0.574541222716349,90.758001495524,82.758001495524,0,0,0
2861,4.08150576662709,3.93150576662709,0.574536284716651,0.574536284716651,90.7548096135589,82.7548096135589,0,0,0
2862,4.0814706873792,3.9314706873792,0.574531346759459,0.574531346759459,90.751617759027,82.751617759027,0,0,0
2863,4.08143560843327,3.93143560843327,0.574526408844774,0.574526408844774,90.7484259319281,82.7484259319281,0,0,0
2864,4.08140052978931,3.93140052978931,0.574521470972595,0.574521470972595,90.7452341322619,82.7452341322619,0,0,0
2865,4.08136545144731,3.93136545144731,0.574516533142921,0.574516533142921,90.7420423600283,82.7420423600283,0,0,0
2866,4.08133037340726,3.93133037340726,0.574511595355752,0.574511595355752,90.7388506152268,82.7388506152268,0,0,0
2867,4.08129529566917,3.93129529566917,0.574506657611088,0.574506657611088,90.7356588978575,82.7356588978575,0,0,0
2868,4.08126021823303,3.93126021823303,0.574501719908929,0.574501719908929,90.7324672079199,82.7324672079199,0,0,0
2869,4.08122514109884,3.93122514109884,0.574496782249274,0.574496782249274,90.7292755454139,82.7292755454139,0,0,0
2870,4.08119006426659,3.93119006426659,0.574491844632122,0.574491844632122,90.7260839103392,82.7260839103392,0,0,0
2871,4.08115498773629,3.93115498773629,0.574486907057474,0.574486907057474,90.7228923026956,82.7228923026956,0,0,0
2872,4.08111991150793,3.93111991150793,0.574481969525328,0.574481969525328,90.7197007224828,82.7197007224828,0,0,0
2873,4.08108483558151,3.93108483558151,0.574477032035686,0.574477032035686,90.7165091697007,82.7165091697007,0,0,0
2874,4.08104975995703,3.93104975995703,0.574472094588545,0.574472094588545,90.7133176443489,82.7133176443489,0,0,0
2875,4.08101468463447,3.93101468463447,0.574467157183907,0.574467157183907,90.7101261464273,82.7101261464273,0,0,0
2876,4.08097960961385,3.93097960961385,0.57446221982177,0.57446221982177,90.7069346759356,82.7069346759356,0,0,0
2877,4.08094453489516,3.93094453489516,0.574457282502134,0.574457282502134,90.7037432328736,82.7037432328736,0,0,0
2878,4.08090946047839,3.93090946047839,0.574452345224998,0.574452345224998,90.700551817241,82.700551817241,0,0,0
2879,4.08087438636354,3.93087438636354,0.574447407990364,0.574447407990364,90.6973604290376,82.6973604290376,0,0,0
2880,4.08083931255062,3.93083931255062,0.574442470798229,0.574442470798229,90.6941690682632,82.6941690682632,0,0,0
2881,4.08080423903961,3.93080423903961,0.574437533648594,0.574437533648594,90.6909777349175,82.6909777349175,0,0,0
2882,4.08076916583052,3.93076916583052,0.574432596541458,0.574432596541458,90.6877864290003,82.6877864290003,0,0,0
2883,4.08073409292334,3.93073409292334,0.574427659476821,0.574427659476821,90.6845951505113,82.6845951505113,0,0,0
2884,4.08069902031807,3.93069902031807,0.574422722454683,0.574422722454683,90.6814038994504,82.6814038994504,0,0,0
2885,4.08066394801471,3.93066394801471,0.574417785475043,0.574417785475043,90.6782126758172,82.6782126758172,0,0,0
2886,4.08062887601325,3.93062887601325,0.574412848537901,0.574412848537901,90.6750214796116,82.6750214796116,0,0,0
2887,4.08059380431369,3.93059380431369,0.574407911643256,0.574407911643256,90.6718303108333,82.6718303108333,0,0,0
2888,4.08055873291603,3.93055873291603,0.574402974791108,0.574402974791108,90.668639169482,82.668639169482,0,0,0
2889,4.08052366182027,3.93052366182027,0.574398037981457,0.574398037981457,90.6654480555576,82.6654480555577,0,0,0
2890,4.08048859102641,3.93048859102641,0.574393101214303,0.574393101214303,90.6622569690599,82.6622569690599,0,0,0
2891,4.08045352053443,3.93045352053443,0.574388164489644,0.574388164489644,90.6590659099884,82.6590659099885,0,0,0
2892,4.08041845034435,3.93041845034435,0.574383227807481,0.574383227807481,90.6558748783432,82.6558748783432,0,0,0
2893,4.08038338045615,3.93038338045615,0.574378291167813,0.574378291167813,90.6526838741238,82.6526838741238,0,0,0
2894,4.08034831086983,3.93034831086983,0.574373354570641,0.574373354570641,90.64949289733,82.64949289733,0,0,0
2895,4.0803132415854,3.9303132415854,0.574368418015963,0.574368418015963,90.6463019479617,82.6463019479617,0,0,0
2896,4.08027817260284,3.93027817260284,0.574363481503778,0.574363481503778,90.6431110260186,82.6431110260186,0,0,0
2897,4.08024310392216,3.93024310392216,0.574358545034088,0.574358545034088,90.6399201315004,82.6399201315004,0,0,0
2898,4.08020803554336,3.93020803554336,0.574353608606891,0.574353608606891,90.6367292644069,82.6367292644069,0,0,0
2899,4.08017296746642,3.93017296746642,0.574348672222188,0.574348672222188,90.6335384247379,82.6335384247379,0,0,0
2900,4.08013789969135,3.93013789969135,0.574343735879977,0.574343735879977,90.6303476124932,82.6303476124932,0,0,0
2901,4.08010283221815,3.93010283221815,0.574338799580258,0.574338799580258,90.6271568276724,82.6271568276724,0,0,0
2902,4.08006776504681,3.93006776504681,0.574333863323031,0.574333863323031,90.6239660702755,82.6239660702755,0,0,0
2903,4.08003269817733,3.93003269817733,0.574328927108296,0.574328927108296,90.620775340302,82.620775340302,0,0,0
2904,4.07999763160971,3.92999763160971,0.574323990936052,0.574323990936052,90.6175846377519,82.6175846377519,0,0,0
2905,4.07996256534395,3.92996256534395,0.574319054806299,0.574319054806299,90.6143939626248,82.6143939626248,0,0,0
